MPID	Title	Brand	UPC	MPN	MerchantCategory	ProductURL	imageURL	Availability	Price	Description
0740451PART	Pearl Izumi P.R.O. Barrier Lite Jacket '13	Pearl Izumi		11131102	Jackets	http://www.bicyclebuys.com/item/0740451PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0740451PART.jpg	In Stock	84.99	Pearl Izumi P.R.O. Barrier Lite Jacket '13
0114600PART	Cannondale Alloy Side Water Bottle Cage '14	Cannondale		3WC200	Hydration	http://www.bicyclebuys.com/item/0114600PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114600PART.jpg	In Stock	11.99	Cannondale Alloy Side Water Bottle Cage '14
0721210PART	Cannondale 3 Season Plus Cycling Gloves '13	Cannondale		2G452	Gloves	http://www.bicyclebuys.com/item/0721210PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0721210PART.jpg	In Stock	34.99	Cannondale 3 Season Plus Cycling Gloves '13
0791081PART	Cannondale Blaze Bib Tight '12	Cannondale		2M245	Tights	http://www.bicyclebuys.com/item/0791081PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0791081PART.jpg	In Stock	139.99	Cannondale Blaze Bib Tight '12
1010238PART	Shimano Tiagra 10 Speed Rear Derailleur RD-4601	Shimano		IRD4601	Rear Derailleur	http://www.bicyclebuys.com/item/1010238PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1010238PART.jpg	In Stock	44.99	Shimano Tiagra 10 Speed Rear Derailleur RD-4601
1010239PART	Shimano Shadow SLX RD-M675 10 Speed Rear Derailleur	Shimano		IRDM675	Rear Derailleur	http://www.bicyclebuys.com/item/1010239PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1010239PART.jpg	In Stock	87.99	Shimano Shadow SLX RD-M675 10 Speed Rear Derailleur
1011093	Shimano SL-M670 SLX Shifter Set 2/3 x 10	Shimano	689228308336	ISLM670PA	Shifters	http://www.bicyclebuys.com/item/1011093/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1011093.jpg	In Stock	89.99	Shimano SL-M670 SLX Shifter Set 2/3 x 10
1630336PART	Sram Super Cork Bar Tape	Sram		00.7915.017	Handlebar Tape/Grips	http://www.bicyclebuys.com/item/1630336PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1630336PART.jpg	In Stock	11.99	Sram Super Cork Bar Tape
0601476PART	Michelin Wild Race'r Advanced MTB 26" Tire	Michelin		318	ATB Tires	http://www.bicyclebuys.com/item/0601476PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0601476PART.jpg	In Stock	49.99	Michelin Wild Race'r Advanced MTB 26" Tire
0601478PART	Michelin Wild Race'r Ultimate Advanced MTB Tire	Michelin		78246	ATB Tires	http://www.bicyclebuys.com/item/0601478PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0601478PART.jpg	In Stock	49.99	Michelin Wild Race'r Ultimate Advanced MTB Tire
0601483PART	Michelin Wild Race'r Advanced Tubeless MTB Tire	Michelin		33389	ATB Tires	http://www.bicyclebuys.com/item/0601483PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0601483PART.jpg	In Stock	44.99	Michelin Wild Race'r Advanced Tubeless MTB Tire
0601451PART	Michelin Wild Race'r 29er MTB Tire	Michelin		396	ATB Tires	http://www.bicyclebuys.com/item/0601451PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0601451PART.jpg	In Stock	44.99	Michelin Wild Race'r 29er MTB Tire
0601450PART	Michelin Wild Grip'r 2 Advanced MTB Tire	Michelin		61307	ATB Tires	http://www.bicyclebuys.com/item/0601450PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0601450PART.jpg	In Stock	44.99	Michelin Wild Grip'r 2 Advanced MTB Tire
0900231PART	Selle San Marco Concor Racing Open Saddle	Selle San Marco		279L	Seats	http://www.bicyclebuys.com/item/0900231PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900231PART.jpg	In Stock	99.99	Selle San Marco Concor Racing Open Saddle
0900232PART	Selle San Marco Concor Carbon FX Saddle	Selle San Marco		279W	Seats	http://www.bicyclebuys.com/item/0900232PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900232PART.jpg	In Stock	159.99	Selle San Marco Concor Carbon FX Saddle
0900233PART	Selle San Marco Zoncolan Racing Open Saddle	Selle San Marco		422L	Seats	http://www.bicyclebuys.com/item/0900233PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900233PART.jpg	In Stock	129.99	Selle San Marco Zoncolan Racing Open Saddle
0701322PART	Louis Garneau Super Shield Gloves	Louis Garneau		1482217	Gloves	http://www.bicyclebuys.com/item/0701322PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701322PART.jpg	In Stock	58.49	Louis Garneau Super Shield Gloves
0701323PART	Louis Garneau Shield Gloves	Louis Garneau		1482216	Gloves	http://www.bicyclebuys.com/item/0701323PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701323PART.jpg	In Stock	49.5	Louis Garneau Shield Gloves
0921076	Selle Italia  X1 Flow Saddle	Selle Italia		061A701EE0001	Seats	http://www.bicyclebuys.com/item/0921076/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0921076.jpg	In Stock	39.99	Selle Italia  X1 Flow Saddle
0414442PART	Shimano PD-T400 Click'R Pedals	Shimano		PDT400	Clipless Pedals	http://www.bicyclebuys.com/item/0414442PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0414442PART.jpg	In Stock	59.99	Shimano PD-T400 Click'R Pedals
0414447	Shimano PD-T700 Click'R Pedals	Shimano	689228561038	EPDT700	Clipless Pedals	http://www.bicyclebuys.com/item/0414447/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0414447.jpg	In Stock	99.99	Shimano PD-T700 Click'R Pedals
1010224PART	Shimano RD-M640 Zee Shadow Plus 10 Speed Rear Derailleur Short Cage	Shimano		IRDM640	Rear Derailleur	http://www.bicyclebuys.com/item/1010224PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1010224PART.jpg	In Stock	94.99	Shimano RD-M640 Zee Shadow Plus 10 Speed Rear Derailleur Short Cage
1010073PART	Shimano RD-M786 Deore XT 10 Speed Shadow Plus Rear Derailleur	Shimano		IRDM786	Rear Derailleur	http://www.bicyclebuys.com/item/1010073PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1010073PART.jpg	In Stock	129.99	Shimano RD-M786 Deore XT 10 Speed Shadow Plus Rear Derailleur
1010950	Shimano Tourney RD-A070 Tourney Direct Mount Rear Derailleur	Shimano	689228297418	ERDA070D	Rear Derailleur	http://www.bicyclebuys.com/item/1010950/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1010950.jpg	In Stock	19.99	Shimano Tourney RD-A070 Tourney Direct Mount Rear Derailleur
0147016	NiteRider Solas 2 Watt USB Bicycle Tail Light	Niterider	702699050730	5073	LightSets	http://www.bicyclebuys.com/item/0147016/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0147016.jpg	In Stock	38.99	NiteRider Solas 2 Watt USB Bicycle Tail Light
1010179	Shimano Acera SL-M390 3x9 speed Rapid Fire Plus Shifter Pod Set	Shimano	689228717831	ESLM390PTA	Shifters	http://www.bicyclebuys.com/item/1010179/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1010179.jpg	In Stock	49.99	Shimano Acera SL-M390 3x9 speed Rapid Fire Plus Shifter Pod Set
0900234PART	Selle San Marco Mantra Racing Saddle	Selle San Marco		486L	Seats	http://www.bicyclebuys.com/item/0900234PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900234PART.jpg	In Stock	169.99	Selle San Marco Mantra Racing Saddle
0900236PART	Selle San Marco Aspide Racing Open Saddle	Selle San Marco		521L	Seats	http://www.bicyclebuys.com/item/0900236PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900236PART.jpg	In Stock	119.99	Selle San Marco Aspide Racing Open Saddle
0701324PART	Louis Garneau Geminix 2 Jacket	Louis Garneau		1030141	Jackets	http://www.bicyclebuys.com/item/0701324PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701324PART.jpg	In Stock	149.95	Louis Garneau Geminix 2 Jacket
0701325PART	Louis Garneau Race Gripper 2 Glove	Louis Garneau		1482214	Gloves	http://www.bicyclebuys.com/item/0701325PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701325PART.jpg	In Stock	23.99	Louis Garneau Race Gripper 2 Glove
0119811	Cannondale Airspeed Plus MTB Mini Pump '14	Cannondale	884603482520	3MP05/BLK	Pumps	http://www.bicyclebuys.com/item/0119811/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119811.jpg	In Stock	44.99	Cannondale Airspeed Plus MTB Mini Pump '14
1799993	Cannondale Mini Tool BMT-6 Function/CO2 '14	Cannondale	884603482605	3BMT6CO2/BLK	Tools	http://www.bicyclebuys.com/item/1799993/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1799993.jpg	In Stock	24.99	Cannondale Mini Tool BMT-6 Function/CO2 '14
1799994	Cannondale Mini Tool BMT-6 Function/CO2 Kit '14	Cannondale	884603482599	3BMT6CO2KIT/BLK	Tools	http://www.bicyclebuys.com/item/1799994/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1799994.jpg	In Stock	34.99	Cannondale Mini Tool BMT-6 Function/CO2 Kit '14
0780081	Cannondale Helmet Replacement Fit System For Quick Helmet	Cannondale	884603422779	2HP062BLK/GRY	Helmets	http://www.bicyclebuys.com/item/0780081/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0780081.jpg	In Stock	18.99	Cannondale Helmet Replacement Fit System For Quick Helmet
0780082PART	Cannondale Helmet Replacement Fit System	Cannondale		2HP061	Helmets	http://www.bicyclebuys.com/item/0780082PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0780082PART.jpg	In Stock	14.99	Cannondale Helmet Replacement Fit System
0790360PART	Mavic Thermo Sock	Mavic		11837	Socks	http://www.bicyclebuys.com/item/0790360PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790360PART.jpg	In Stock	13.99	Mavic Thermo Sock
MAFRPART	Mavic Frost Winter Road Shoe	Mavic		329432	Shoes	http://www.bicyclebuys.com/item/MAFRPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/MAFRPART.jpg	In Stock	174.99	Mavic Frost Winter Road Shoe
0795222PART	Pearl Izumi Select Tight '13	Pearl Izumi		12111018	Tights	http://www.bicyclebuys.com/item/0795222PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0795222PART.jpg	In Stock	59.99	Pearl Izumi Select Tight '13
0750122-USA	Pace Sport Cycling Cap USA	Pace Clothing	836481007135	15-8405	Hats	http://www.bicyclebuys.com/item/0750122-USA/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0750122-USA.jpg	In Stock	14.99	Pace Sport Cycling Cap USA
MADRMPART	Mavic Drift Winter Mountain Shoe	Mavic		329433	Shoes	http://www.bicyclebuys.com/item/MADRMPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/MADRMPART.jpg	In Stock	184.99	Mavic Drift Winter Mountain Shoe
0750118TRR-N	Pace Cycling Cap Traditional Reflective Black 14-0040	Pace Clothing	836481007241	14-0040	Hats	http://www.bicyclebuys.com/item/0750118TRR-N/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0750118TRR-N.jpg	In Stock	15.99	Pace Cycling Cap Traditional Reflective Black 14-0040
0750118TRR-G	Pace Cycling Cap Traditional Reflective Grey	Pace Clothing	836481007258	14-0042	Hats	http://www.bicyclebuys.com/item/0750118TRR-G/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0750118TRR-G.jpg	In Stock	15.99	Pace Cycling Cap Traditional Reflective Grey
0750118TRR-GRN	Pace Cycling Cap Traditional Reflective Green	Pace Clothing	836481007265	14-0044	Hats	http://www.bicyclebuys.com/item/0750118TRR-GRN/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0750118TRR-GRN.jpg	In Stock	15.99	Pace Cycling Cap Traditional Reflective Green
